sku,upc,name,brand,category,subcategory,size,price,list_price,discount_percentage,currency,available,stock_quantity,image_url,product_url,store,description,unit_price,rating,reviews_count,scraped_at,last_updated
MX1000866,750143506452,Sabritas Chocolate 40g,Sabritas,Botanas y Snacks,Chocolate,40g,15.15,15.15,0,MXN,True,353,https://cdn.grocery-store.mx/products/1000866.jpg,https://www.walmart.com.mx/producto/1000866,La Comer,Sabritas Chocolate 40g - Producto de alta calidad para tu hogar,15.15,4.5,355,2025-11-18T16:20:48.473403,2025-11-18T16:20:48.473403
MX1000867,750782567343,Sangría Señorial Agua Natural 600ml,Sangría Señorial,Bebidas,Agua Natural,600ml,10.65,10.65,0,MXN,True,379,https://cdn.grocery-store.mx/products/1000867.jpg,https://www.bodegaaurrera.com.mx/producto/1000867,Comercial Mexicana,Sangría Señorial Agua Natural 600ml - Producto de alta calidad para tu hogar,10.65,3.8,394,2025-11-18T16:20:48.473410,2025-11-18T16:20:48.473411
MX1000868,750464315180,Isadora Frijoles Bayos 580g,Isadora,Despensa,Frijoles Bayos,580g,26.63,32.88,19.0,MXN,True,118,https://cdn.grocery-store.mx/products/1000868.jpg,https://www.soriana.com.mx/producto/1000868,Comercial Mexicana,Isadora Frijoles Bayos 580g - Producto de alta calidad para tu hogar,26.63,3.7,373,2025-11-18T16:20:48.473417,2025-11-18T16:20:48.473418
MX1000869,750960101873,Santa Clara Queso Crema 190g,Santa Clara,Lácteos,Queso Crema,190g,33.92,36.22,6.4,MXN,True,212,https://cdn.grocery-store.mx/products/1000869.jpg,https://www.heb.com.mx/producto/1000869,Chedraui,Santa Clara Queso Crema 190g - Producto de alta calidad para tu hogar,33.92,4.8,442,2025-11-18T16:20:48.473425,2025-11-18T16:20:48.473426
MX1000870,750586888789,Delimex Pollo Empanizado 450g,Delimex,Congelados,Pollo Empanizado,450g,130.98,130.98,0,MXN,True,473,https://cdn.grocery-store.mx/products/1000870.jpg,https://www.lacomer.com.mx/producto/1000870,HEB,Delimex Pollo Empanizado 450g - Producto de alta calidad para tu hogar,130.98,4.1,45,2025-11-18T16:20:48.473432,2025-11-18T16:20:48.473433
MX1000871,750632251049,Electrolit Refresco Cola 2L,Electrolit,Bebidas,Refresco Cola,2L,34.93,34.93,0,MXN,True,82,https://cdn.grocery-store.mx/products/1000871.jpg,https://www.heb.com.mx/producto/1000871,HEB,Electrolit Refresco Cola 2L - Producto de alta calidad para tu hogar,34.93,4.0,26,2025-11-18T16:20:48.473439,2025-11-18T16:20:48.473440
MX1000872,750449690436,San Rafael Tocino 180g,San Rafael,Carnes y Embutidos,Tocino,180g,53.81,53.81,0,MXN,True,10,https://cdn.grocery-store.mx/products/1000872.jpg,https://www.lacomer.com.mx/producto/1000872,La Comer,San Rafael Tocino 180g - Producto de alta calidad para tu hogar,53.81,4.4,438,2025-11-18T16:20:48.473446,2025-11-18T16:20:48.473447
MX1000873,750623800563,San Rafael Mortadela 250g,San Rafael,Carnes y Embutidos,Mortadela,250g,53.37,53.37,0,MXN,True,181,https://cdn.grocery-store.mx/products/1000873.jpg,https://www.comercialmexicana.com.mx/producto/1000873,Soriana,San Rafael Mortadela 250g - Producto de alta calidad para tu hogar,53.37,4.6,325,2025-11-18T16:20:48.473453,2025-11-18T16:20:48.473454
MX1000874,750490049221,Totis Papas Fritas Naturales 45g,Totis,Botanas y Snacks,Papas Fritas Naturales,45g,15.04,15.04,0,MXN,True,3,https://cdn.grocery-store.mx/products/1000874.jpg,https://www.lacomer.com.mx/producto/1000874,Chedraui,Totis Papas Fritas Naturales 45g - Producto de alta calidad para tu hogar,15.04,4.5,262,2025-11-18T16:20:48.473462,2025-11-18T16:20:48.473462
MX1000875,750834340446,Quaker Granola 300g,Quaker,Cereales,Granola,300g,75.2,75.2,0,MXN,True,292,https://cdn.grocery-store.mx/products/1000875.jpg,https://www.bodegaaurrera.com.mx/producto/1000875,Bodega Aurrera,Quaker Granola 300g - Producto de alta calidad para tu hogar,75.2,4.7,47,2025-11-18T16:20:48.473469,2025-11-18T16:20:48.473469
MX1000876,750822510838,Ariel Cloro 1L,Ariel,Limpieza,Cloro,1L,23.94,23.94,0,MXN,True,490,https://cdn.grocery-store.mx/products/1000876.jpg,https://www.comercialmexicana.com.mx/producto/1000876,Walmart,Ariel Cloro 1L - Producto de alta calidad para tu hogar,23.94,4.3,316,2025-11-18T16:20:48.473476,2025-11-18T16:20:48.473476
MX1000877,750889395559,Herdez Chiles Jalapeños 220g,Herdez,Despensa,Chiles Jalapeños,220g,17.25,22.13,22.1,MXN,True,11,https://cdn.grocery-store.mx/products/1000877.jpg,https://www.comercialmexicana.com.mx/producto/1000877,La Comer,Herdez Chiles Jalapeños 220g - Producto de alta calidad para tu hogar,17.25,4.4,19,2025-11-18T16:20:48.473483,2025-11-18T16:20:48.473484
MX1000878,750618002404,Aurrera Pizza Congelada 400g,Aurrera,Congelados,Pizza Congelada,400g,101.72,101.72,0,MXN,True,253,https://cdn.grocery-store.mx/products/1000878.jpg,https://www.bodegaaurrera.com.mx/producto/1000878,Chedraui,Aurrera Pizza Congelada 400g - Producto de alta calidad para tu hogar,101.72,4.6,339,2025-11-18T16:20:48.473490,2025-11-18T16:20:48.473491
MX1000879,750192045874,Maseca Atún en Agua 140g,Maseca,Despensa,Atún en Agua,140g,21.83,23.21,5.9,MXN,True,129,https://cdn.grocery-store.mx/products/1000879.jpg,https://www.lacomer.com.mx/producto/1000879,Soriana,Maseca Atún en Agua 140g - Producto de alta calidad para tu hogar,21.83,3.6,176,2025-11-18T16:20:48.473500,2025-11-18T16:20:48.473501
MX1000880,750536933851,Holanda Pizza Congelada 400g,Holanda,Congelados,Pizza Congelada,400g,98.84,98.84,0,MXN,True,314,https://cdn.grocery-store.mx/products/1000880.jpg,https://www.heb.com.mx/producto/1000880,HEB,Holanda Pizza Congelada 400g - Producto de alta calidad para tu hogar,98.84,3.9,376,2025-11-18T16:20:48.473509,2025-11-18T16:20:48.473509
MX1000881,750742736165,Pinol Detergente Líquido 1L,Pinol,Limpieza,Detergente Líquido,1L,73.76,73.76,0,MXN,True,418,https://cdn.grocery-store.mx/products/1000881.jpg,https://www.lacomer.com.mx/producto/1000881,Walmart,Pinol Detergente Líquido 1L - Producto de alta calidad para tu hogar,73.76,4.5,347,2025-11-18T16:20:48.473516,2025-11-18T16:20:48.473517
MX1000882,750565341311,Kelloggs Corn Flakes 500g,Kelloggs,Cereales,Corn Flakes,500g,63.93,63.93,0,MXN,True,192,https://cdn.grocery-store.mx/products/1000882.jpg,https://www.chedraui.com.mx/producto/1000882,HEB,Kelloggs Corn Flakes 500g - Producto de alta calidad para tu hogar,63.93,4.3,190,2025-11-18T16:20:48.473525,2025-11-18T16:20:48.473526
MX1000883,750938316034,Maestro Limpio Suavizante de Ropa 1L,Maestro Limpio,Limpieza,Suavizante de Ropa,1L,37.24,40.09,7.1,MXN,False,0,https://cdn.grocery-store.mx/products/1000883.jpg,https://www.soriana.com.mx/producto/1000883,Chedraui,Maestro Limpio Suavizante de Ropa 1L - Producto de alta calidad para tu hogar,37.24,4.8,410,2025-11-18T16:20:48.473533,2025-11-18T16:20:48.473533
MX1000884,750474670052,Maestro Limpio Detergente en Polvo 1kg,Maestro Limpio,Limpieza,Detergente en Polvo,1kg,55.85,55.85,0,MXN,True,156,https://cdn.grocery-store.mx/products/1000884.jpg,https://www.soriana.com.mx/producto/1000884,Comercial Mexicana,Maestro Limpio Detergente en Polvo 1kg - Producto de alta calidad para tu hogar,55.85,4.8,186,2025-11-18T16:20:48.473542,2025-11-18T16:20:48.473542
MX1000885,750101429902,Jumex Té Verde 1L,Jumex,Bebidas,Té Verde,1L,23.88,23.88,0,MXN,True,394,https://cdn.grocery-store.mx/products/1000885.jpg,https://www.heb.com.mx/producto/1000885,HEB,Jumex Té Verde 1L - Producto de alta calidad para tu hogar,23.88,5.0,344,2025-11-18T16:20:48.473549,2025-11-18T16:20:48.473549
MX1000886,750970683282,Verde Valle Harina de Trigo 1kg,Verde Valle,Despensa,Harina de Trigo,1kg,20.17,20.17,0,MXN,True,261,https://cdn.grocery-store.mx/products/1000886.jpg,https://www.walmart.com.mx/producto/1000886,HEB,Verde Valle Harina de Trigo 1kg - Producto de alta calidad para tu hogar,20.17,4.3,14,2025-11-18T16:20:48.473556,2025-11-18T16:20:48.473556
MX1000887,750881180598,Aurrera Helado 1L,Aurrera,Congelados,Helado,1L,73.86,78.84,6.3,MXN,True,23,https://cdn.grocery-store.mx/products/1000887.jpg,https://www.soriana.com.mx/producto/1000887,Soriana,Aurrera Helado 1L - Producto de alta calidad para tu hogar,73.86,3.8,116,2025-11-18T16:20:48.473563,2025-11-18T16:20:48.473564
MX1000888,750800093863,Salvo Detergente Líquido 1L,Salvo,Limpieza,Detergente Líquido,1L,55.41,55.41,0,MXN,True,156,https://cdn.grocery-store.mx/products/1000888.jpg,https://www.lacomer.com.mx/producto/1000888,Walmart,Salvo Detergente Líquido 1L - Producto de alta calidad para tu hogar,55.41,4.0,219,2025-11-18T16:20:48.473571,2025-11-18T16:20:48.473572
MX1000889,750261969561,Palmolive Pasta Dental 75ml,Palmolive,Higiene Personal,Pasta Dental,75ml,35.64,35.64,0,MXN,True,63,https://cdn.grocery-store.mx/products/1000889.jpg,https://www.walmart.com.mx/producto/1000889,Soriana,Palmolive Pasta Dental 75ml - Producto de alta calidad para tu hogar,35.64,4.6,235,2025-11-18T16:20:48.473578,2025-11-18T16:20:48.473579
MX1000890,750704396829,Verde Valle Pasta Espagueti 200g,Verde Valle,Despensa,Pasta Espagueti,200g,16.86,20.46,17.6,MXN,True,326,https://cdn.grocery-store.mx/products/1000890.jpg,https://www.soriana.com.mx/producto/1000890,Walmart,Verde Valle Pasta Espagueti 200g - Producto de alta calidad para tu hogar,16.86,4.0,454,2025-11-18T16:20:48.473585,2025-11-18T16:20:48.473586
MX1000891,750406885683,KIR Tocino 180g,KIR,Carnes y Embutidos,Tocino,180g,58.53,58.53,0,MXN,True,207,https://cdn.grocery-store.mx/products/1000891.jpg,https://www.heb.com.mx/producto/1000891,Comercial Mexicana,KIR Tocino 180g - Producto de alta calidad para tu hogar,58.53,4.6,187,2025-11-18T16:20:48.473625,2025-11-18T16:20:48.473625
MX1000892,750449517390,Kelloggs Cereal con Miel 350g,Kelloggs,Cereales,Cereal con Miel,350g,60.95,64.23,5.1,MXN,True,413,https://cdn.grocery-store.mx/products/1000892.jpg,https://www.soriana.com.mx/producto/1000892,Soriana,Kelloggs Cereal con Miel 350g - Producto de alta calidad para tu hogar,60.95,4.5,280,2025-11-18T16:20:48.473633,2025-11-18T16:20:48.473634
MX1000893,750341169681,Carlos V Cacahuates Japoneses 80g,Carlos V,Botanas y Snacks,Cacahuates Japoneses,80g,19.27,19.27,0,MXN,True,257,https://cdn.grocery-store.mx/products/1000893.jpg,https://www.heb.com.mx/producto/1000893,Bodega Aurrera,Carlos V Cacahuates Japoneses 80g - Producto de alta calidad para tu hogar,19.27,4.9,79,2025-11-18T16:20:48.473640,2025-11-18T16:20:48.473641
MX1000894,750305787560,Oroweat Pan de Caja Blanco 680g,Oroweat,Panadería,Pan de Caja Blanco,680g,47.04,47.04,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000894.jpg,https://www.soriana.com.mx/producto/1000894,Walmart,Oroweat Pan de Caja Blanco 680g - Producto de alta calidad para tu hogar,47.04,4.8,454,2025-11-18T16:20:48.473646,2025-11-18T16:20:48.473647
MX1000895,750405970018,Sangría Señorial Bebida Deportiva 500ml,Sangría Señorial,Bebidas,Bebida Deportiva,500ml,24.9,28.05,11.2,MXN,True,372,https://cdn.grocery-store.mx/products/1000895.jpg,https://www.bodegaaurrera.com.mx/producto/1000895,Comercial Mexicana,Sangría Señorial Bebida Deportiva 500ml - Producto de alta calidad para tu hogar,24.9,3.8,58,2025-11-18T16:20:48.473655,2025-11-18T16:20:48.473655
MX1000896,750741650526,Sangría Señorial Jugo de Naranja 1L,Sangría Señorial,Bebidas,Jugo de Naranja,1L,27.19,28.8,5.6,MXN,True,74,https://cdn.grocery-store.mx/products/1000896.jpg,https://www.lacomer.com.mx/producto/1000896,Soriana,Sangría Señorial Jugo de Naranja 1L - Producto de alta calidad para tu hogar,27.19,4.1,47,2025-11-18T16:20:48.473662,2025-11-18T16:20:48.473663
MX1000897,750564154716,Cloralex Jabón para Ropa en Barra 450g,Cloralex,Limpieza,Jabón para Ropa en Barra,450g,30.97,40.0,22.6,MXN,True,327,https://cdn.grocery-store.mx/products/1000897.jpg,https://www.lacomer.com.mx/producto/1000897,Bodega Aurrera,Cloralex Jabón para Ropa en Barra 450g - Producto de alta calidad para tu hogar,30.97,3.9,291,2025-11-18T16:20:48.473670,2025-11-18T16:20:48.473671
MX1000898,750860450568,Sedal Gel para Cabello 250ml,Sedal,Higiene Personal,Gel para Cabello,250ml,59.68,59.68,0,MXN,True,343,https://cdn.grocery-store.mx/products/1000898.jpg,https://www.lacomer.com.mx/producto/1000898,Soriana,Sedal Gel para Cabello 250ml - Producto de alta calidad para tu hogar,59.68,3.9,270,2025-11-18T16:20:48.473679,2025-11-18T16:20:48.473679
MX1000899,750455613112,Pantene Shampoo 400ml,Pantene,Higiene Personal,Shampoo,400ml,55.4,55.4,0,MXN,True,466,https://cdn.grocery-store.mx/products/1000899.jpg,https://www.bodegaaurrera.com.mx/producto/1000899,Walmart,Pantene Shampoo 400ml - Producto de alta calidad para tu hogar,55.4,4.5,9,2025-11-18T16:20:48.473690,2025-11-18T16:20:48.473690
MX1000900,750349855651,Boing Refresco de Jamaica 355ml,Boing,Bebidas,Refresco de Jamaica,355ml,15.26,15.26,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000900.jpg,https://www.lacomer.com.mx/producto/1000900,HEB,Boing Refresco de Jamaica 355ml - Producto de alta calidad para tu hogar,15.26,5.0,496,2025-11-18T16:20:48.473697,2025-11-18T16:20:48.473698
MX1000901,750951053051,Barilla Aceite Vegetal 1L,Barilla,Despensa,Aceite Vegetal,1L,53.07,53.07,0,MXN,True,239,https://cdn.grocery-store.mx/products/1000901.jpg,https://www.walmart.com.mx/producto/1000901,La Comer,Barilla Aceite Vegetal 1L - Producto de alta calidad para tu hogar,53.07,3.6,33,2025-11-18T16:20:48.473704,2025-11-18T16:20:48.473705
MX1000902,750328964381,Gamesa Papas Fritas con Chile 62g,Gamesa,Botanas y Snacks,Papas Fritas con Chile,62g,21.74,21.74,0,MXN,True,481,https://cdn.grocery-store.mx/products/1000902.jpg,https://www.bodegaaurrera.com.mx/producto/1000902,Chedraui,Gamesa Papas Fritas con Chile 62g - Producto de alta calidad para tu hogar,21.74,4.1,46,2025-11-18T16:20:48.473713,2025-11-18T16:20:48.473714
MX1000903,750471607120,Bimbo Panqué 250g,Bimbo,Panadería,Panqué,250g,37.51,37.51,0,MXN,True,106,https://cdn.grocery-store.mx/products/1000903.jpg,https://www.bodegaaurrera.com.mx/producto/1000903,Walmart,Bimbo Panqué 250g - Producto de alta calidad para tu hogar,37.51,4.8,483,2025-11-18T16:20:48.473721,2025-11-18T16:20:48.473722
MX1000904,750946635744,Sangría Señorial Jugo de Mango 1L,Sangría Señorial,Bebidas,Jugo de Mango,1L,27.57,27.57,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000904.jpg,https://www.chedraui.com.mx/producto/1000904,Soriana,Sangría Señorial Jugo de Mango 1L - Producto de alta calidad para tu hogar,27.57,4.2,176,2025-11-18T16:20:48.473729,2025-11-18T16:20:48.473730
MX1000905,750667007828,Gamesa Galletas Marías 200g,Gamesa,Botanas y Snacks,Galletas Marías,200g,16.47,16.47,0,MXN,True,145,https://cdn.grocery-store.mx/products/1000905.jpg,https://www.lacomer.com.mx/producto/1000905,Comercial Mexicana,Gamesa Galletas Marías 200g - Producto de alta calidad para tu hogar,16.47,4.3,460,2025-11-18T16:20:48.473736,2025-11-18T16:20:48.473737
MX1000906,750475978281,Clemente Jacques Salsa Verde 210g,Clemente Jacques,Despensa,Salsa Verde,210g,17.75,20.4,13.0,MXN,True,312,https://cdn.grocery-store.mx/products/1000906.jpg,https://www.bodegaaurrera.com.mx/producto/1000906,La Comer,Clemente Jacques Salsa Verde 210g - Producto de alta calidad para tu hogar,17.75,4.2,0,2025-11-18T16:20:48.473744,2025-11-18T16:20:48.473745
MX1000907,750785637281,Cloralex Limpiador Multiusos Limón 1L,Cloralex,Limpieza,Limpiador Multiusos Limón,1L,28.5,28.5,0,MXN,True,385,https://cdn.grocery-store.mx/products/1000907.jpg,https://www.heb.com.mx/producto/1000907,La Comer,Cloralex Limpiador Multiusos Limón 1L - Producto de alta calidad para tu hogar,28.5,3.9,18,2025-11-18T16:20:48.473751,2025-11-18T16:20:48.473752
MX1000908,750600529183,Garnier Desodorante 50g,Garnier,Higiene Personal,Desodorante,50g,40.41,40.41,0,MXN,True,345,https://cdn.grocery-store.mx/products/1000908.jpg,https://www.heb.com.mx/producto/1000908,La Comer,Garnier Desodorante 50g - Producto de alta calidad para tu hogar,40.41,3.8,381,2025-11-18T16:20:48.473758,2025-11-18T16:20:48.473759
MX1000909,750764816754,Takis Galletas de Chocolate 120g,Takis,Botanas y Snacks,Galletas de Chocolate,120g,24.21,29.09,16.8,MXN,True,90,https://cdn.grocery-store.mx/products/1000909.jpg,https://www.chedraui.com.mx/producto/1000909,Soriana,Takis Galletas de Chocolate 120g - Producto de alta calidad para tu hogar,24.21,4.5,223,2025-11-18T16:20:48.473766,2025-11-18T16:20:48.473766
MX1000910,750825207873,Jarritos Refresco Cola 2L,Jarritos,Bebidas,Refresco Cola,2L,35.75,35.75,0,MXN,True,209,https://cdn.grocery-store.mx/products/1000910.jpg,https://www.chedraui.com.mx/producto/1000910,Comercial Mexicana,Jarritos Refresco Cola 2L - Producto de alta calidad para tu hogar,35.75,4.7,212,2025-11-18T16:20:48.473773,2025-11-18T16:20:48.473773
MX1000911,750864245077,Suavitel Limpiador de Pisos 1L,Suavitel,Limpieza,Limpiador de Pisos,1L,30.94,30.94,0,MXN,False,0,https://cdn.grocery-store.mx/products/1000911.jpg,https://www.chedraui.com.mx/producto/1000911,HEB,Suavitel Limpiador de Pisos 1L - Producto de alta calidad para tu hogar,30.94,4.1,3,2025-11-18T16:20:48.473779,2025-11-18T16:20:48.473780
MX1000912,750329699164,Del Valle Té Negro 1L,Del Valle,Bebidas,Té Negro,1L,20.02,22.7,11.8,MXN,True,157,https://cdn.grocery-store.mx/products/1000912.jpg,https://www.lacomer.com.mx/producto/1000912,Walmart,Del Valle Té Negro 1L - Producto de alta calidad para tu hogar,20.02,3.7,201,2025-11-18T16:20:48.473787,2025-11-18T16:20:48.473788
MX1000913,750217557990,Suandy Roles de Canela 230g,Suandy,Panadería,Roles de Canela,230g,40.72,40.72,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000913.jpg,https://www.comercialmexicana.com.mx/producto/1000913,Walmart,Suandy Roles de Canela 230g - Producto de alta calidad para tu hogar,40.72,4.1,137,2025-11-18T16:20:48.473794,2025-11-18T16:20:48.473795
MX1000914,750416864161,Suavitel Suavizante de Ropa 1L,Suavitel,Limpieza,Suavizante de Ropa,1L,38.15,41.46,8.0,MXN,True,0,https://cdn.grocery-store.mx/products/1000914.jpg,https://www.heb.com.mx/producto/1000914,HEB,Suavitel Suavizante de Ropa 1L - Producto de alta calidad para tu hogar,38.15,3.9,272,2025-11-18T16:20:48.473801,2025-11-18T16:20:48.473802
MX1000915,750372533091,Cheetos Paletas de Caramelo 30g,Cheetos,Botanas y Snacks,Paletas de Caramelo,30g,9.1,9.1,0,MXN,True,363,https://cdn.grocery-store.mx/products/1000915.jpg,https://www.soriana.com.mx/producto/1000915,Soriana,Cheetos Paletas de Caramelo 30g - Producto de alta calidad para tu hogar,9.1,3.5,387,2025-11-18T16:20:48.473808,2025-11-18T16:20:48.473809
MX1000916,750304169208,McCormick Papas a la Francesa 1kg,McCormick,Congelados,Papas a la Francesa,1kg,53.75,69.55,22.7,MXN,True,357,https://cdn.grocery-store.mx/products/1000916.jpg,https://www.heb.com.mx/producto/1000916,Walmart,McCormick Papas a la Francesa 1kg - Producto de alta calidad para tu hogar,53.75,4.0,367,2025-11-18T16:20:48.473816,2025-11-18T16:20:48.473816
MX1000917,750345423693,Sabritas Galletas Marías 200g,Sabritas,Botanas y Snacks,Galletas Marías,200g,18.92,18.92,0,MXN,True,407,https://cdn.grocery-store.mx/products/1000917.jpg,https://www.chedraui.com.mx/producto/1000917,HEB,Sabritas Galletas Marías 200g - Producto de alta calidad para tu hogar,18.92,4.5,494,2025-11-18T16:20:48.473822,2025-11-18T16:20:48.473823
MX1000918,750573128703,Dove Desodorante 50g,Dove,Higiene Personal,Desodorante,50g,47.07,47.07,0,MXN,True,4,https://cdn.grocery-store.mx/products/1000918.jpg,https://www.comercialmexicana.com.mx/producto/1000918,Soriana,Dove Desodorante 50g - Producto de alta calidad para tu hogar,47.07,4.7,80,2025-11-18T16:20:48.473829,2025-11-18T16:20:48.473830
MX1000919,750500194556,La Costeña Mayonesa 385g,La Costeña,Despensa,Mayonesa,385g,29.92,29.92,0,MXN,True,216,https://cdn.grocery-store.mx/products/1000919.jpg,https://www.bodegaaurrera.com.mx/producto/1000919,HEB,La Costeña Mayonesa 385g - Producto de alta calidad para tu hogar,29.92,4.7,116,2025-11-18T16:20:48.473836,2025-11-18T16:20:48.473837
MX1000920,750725164761,Tía Rosa Pan de Caja Blanco 680g,Tía Rosa,Panadería,Pan de Caja Blanco,680g,41.14,41.14,0,MXN,True,464,https://cdn.grocery-store.mx/products/1000920.jpg,https://www.chedraui.com.mx/producto/1000920,Soriana,Tía Rosa Pan de Caja Blanco 680g - Producto de alta calidad para tu hogar,41.14,3.6,313,2025-11-18T16:20:48.473846,2025-11-18T16:20:48.473847
MX1000921,750963111254,Danone Yogurt con Fruta 150g,Danone,Lácteos,Yogurt con Fruta,150g,10.33,12.37,16.5,MXN,True,428,https://cdn.grocery-store.mx/products/1000921.jpg,https://www.heb.com.mx/producto/1000921,HEB,Danone Yogurt con Fruta 150g - Producto de alta calidad para tu hogar,10.33,3.5,155,2025-11-18T16:20:48.473855,2025-11-18T16:20:48.473856
MX1000922,750447369324,Totis Cacahuates Japoneses 80g,Totis,Botanas y Snacks,Cacahuates Japoneses,80g,20.66,20.66,0,MXN,True,212,https://cdn.grocery-store.mx/products/1000922.jpg,https://www.heb.com.mx/producto/1000922,Walmart,Totis Cacahuates Japoneses 80g - Producto de alta calidad para tu hogar,20.66,3.8,275,2025-11-18T16:20:48.473867,2025-11-18T16:20:48.473869
MX1000923,750795768739,Campofrio Jamón de Pavo 200g,Campofrio,Carnes y Embutidos,Jamón de Pavo,200g,53.49,61.95,13.7,MXN,True,137,https://cdn.grocery-store.mx/products/1000923.jpg,https://www.walmart.com.mx/producto/1000923,Bodega Aurrera,Campofrio Jamón de Pavo 200g - Producto de alta calidad para tu hogar,53.49,4.6,47,2025-11-18T16:20:48.473878,2025-11-18T16:20:48.473879
MX1000924,750382204465,Alpura Leche Deslactosada 1L,Alpura,Lácteos,Leche Deslactosada,1L,34.56,34.56,0,MXN,True,101,https://cdn.grocery-store.mx/products/1000924.jpg,https://www.bodegaaurrera.com.mx/producto/1000924,Comercial Mexicana,Alpura Leche Deslactosada 1L - Producto de alta calidad para tu hogar,34.56,4.9,249,2025-11-18T16:20:48.473886,2025-11-18T16:20:48.473887
MX1000925,750983972517,Oroweat Donas 105g,Oroweat,Panadería,Donas,105g,22.62,26.81,15.6,MXN,True,207,https://cdn.grocery-store.mx/products/1000925.jpg,https://www.lacomer.com.mx/producto/1000925,Comercial Mexicana,Oroweat Donas 105g - Producto de alta calidad para tu hogar,22.62,4.3,282,2025-11-18T16:20:48.473894,2025-11-18T16:20:48.473894
MX1000926,750511191006,All-Bran Corn Flakes 500g,All-Bran,Cereales,Corn Flakes,500g,78.61,78.61,0,MXN,True,395,https://cdn.grocery-store.mx/products/1000926.jpg,https://www.soriana.com.mx/producto/1000926,Comercial Mexicana,All-Bran Corn Flakes 500g - Producto de alta calidad para tu hogar,78.61,4.5,145,2025-11-18T16:20:48.473900,2025-11-18T16:20:48.473901
MX1000927,750912631535,Campofrio Pechuga de Pavo 250g,Campofrio,Carnes y Embutidos,Pechuga de Pavo,250g,73.46,86.73,15.3,MXN,True,454,https://cdn.grocery-store.mx/products/1000927.jpg,https://www.chedraui.com.mx/producto/1000927,Bodega Aurrera,Campofrio Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,73.46,3.7,266,2025-11-18T16:20:48.473908,2025-11-18T16:20:48.473908
MX1000928,750198927652,Holanda Pizza Congelada 400g,Holanda,Congelados,Pizza Congelada,400g,81.38,81.38,0,MXN,True,343,https://cdn.grocery-store.mx/products/1000928.jpg,https://www.comercialmexicana.com.mx/producto/1000928,Soriana,Holanda Pizza Congelada 400g - Producto de alta calidad para tu hogar,81.38,4.3,406,2025-11-18T16:20:48.473915,2025-11-18T16:20:48.473915
MX1000929,750800247230,Peñafiel Té Negro 1L,Peñafiel,Bebidas,Té Negro,1L,28.5,28.5,0,MXN,True,377,https://cdn.grocery-store.mx/products/1000929.jpg,https://www.comercialmexicana.com.mx/producto/1000929,Comercial Mexicana,Peñafiel Té Negro 1L - Producto de alta calidad para tu hogar,28.5,4.6,434,2025-11-18T16:20:48.473922,2025-11-18T16:20:48.473922
MX1000930,750175333325,Marinela Cacahuates Japoneses 80g,Marinela,Botanas y Snacks,Cacahuates Japoneses,80g,16.86,16.86,0,MXN,True,95,https://cdn.grocery-store.mx/products/1000930.jpg,https://www.comercialmexicana.com.mx/producto/1000930,Soriana,Marinela Cacahuates Japoneses 80g - Producto de alta calidad para tu hogar,16.86,3.8,78,2025-11-18T16:20:48.473929,2025-11-18T16:20:48.473930
MX1000931,750732634223,Zwan Chorizo 400g,Zwan,Carnes y Embutidos,Chorizo,400g,76.99,76.99,0,MXN,True,218,https://cdn.grocery-store.mx/products/1000931.jpg,https://www.lacomer.com.mx/producto/1000931,Bodega Aurrera,Zwan Chorizo 400g - Producto de alta calidad para tu hogar,76.99,4.7,146,2025-11-18T16:20:48.473936,2025-11-18T16:20:48.473937
MX1000932,750282209427,Delimex Pollo Empanizado 450g,Delimex,Congelados,Pollo Empanizado,450g,121.62,121.62,0,MXN,True,11,https://cdn.grocery-store.mx/products/1000932.jpg,https://www.lacomer.com.mx/producto/1000932,HEB,Delimex Pollo Empanizado 450g - Producto de alta calidad para tu hogar,121.62,4.6,385,2025-11-18T16:20:48.473943,2025-11-18T16:20:48.473943
MX1000933,750916022745,Ricolino Galletas de Chocolate 120g,Ricolino,Botanas y Snacks,Galletas de Chocolate,120g,19.08,19.08,0,MXN,True,398,https://cdn.grocery-store.mx/products/1000933.jpg,https://www.soriana.com.mx/producto/1000933,Bodega Aurrera,Ricolino Galletas de Chocolate 120g - Producto de alta calidad para tu hogar,19.08,4.6,130,2025-11-18T16:20:48.473950,2025-11-18T16:20:48.473950
MX1000934,750757877335,Pinol Suavizante de Ropa 1L,Pinol,Limpieza,Suavizante de Ropa,1L,44.65,44.65,0,MXN,True,272,https://cdn.grocery-store.mx/products/1000934.jpg,https://www.soriana.com.mx/producto/1000934,Walmart,Pinol Suavizante de Ropa 1L - Producto de alta calidad para tu hogar,44.65,3.6,3,2025-11-18T16:20:48.473957,2025-11-18T16:20:48.473957
MX1000935,750457510912,Pinol Limpiador Multiusos Limón 1L,Pinol,Limpieza,Limpiador Multiusos Limón,1L,31.8,42.12,24.5,MXN,True,80,https://cdn.grocery-store.mx/products/1000935.jpg,https://www.lacomer.com.mx/producto/1000935,Walmart,Pinol Limpiador Multiusos Limón 1L - Producto de alta calidad para tu hogar,31.8,3.7,334,2025-11-18T16:20:48.473964,2025-11-18T16:20:48.473965
